Cement (component 1)(kg in a m^3 mixture),Cementitious_Ratio (by mass),Blast Furnace Slag (component 2)(kg in a m^3 mixture),Blast_Furnace_Slag_Ratio (by mass),Fly Ash (component 3)(kg in a m^3 mixture),fly_ash_ratio (of total weight),"Fly_Ash_Ratio (of total cementitious materials, by mass)",Water  (component 4)(kg in a m^3 mixture),Water_ratio (total by weight),Water-to-Cementitious_Ratio,Superplasticizer (component 5)(kg in a m^3 mixture),Superplasticizer_Ratio (by mass),Coarse Aggregate  (component 6)(kg in a m^3 mixture),Coarse_Aggregate_Ratio (by mass),Fine Aggregate (component 7)(kg in a m^3 mixture),Sand_Ratio (by mass),Age (day),Total Mass of 1 m^3,"Concrete compressive strength(MPa, megapascals) "
168.0 ,0.1418 ,42.1 ,0.0180 ,163.8 ,0.0700 ,0.4938 ,121.8 ,0.0520 ,0.3670 ,5.7 ,0.0024 ,1058.7 ,0.4524 ,780.1 ,0.3334 ,14 ,2340.1,17.82 
168.0 ,0.1418 ,42.1 ,0.0180 ,163.8 ,0.0700 ,0.4938 ,121.8 ,0.0520 ,0.3670 ,5.7 ,0.0024 ,1058.7 ,0.4524 ,780.1 ,0.3334 ,28 ,2340.1,24.24 
168.0 ,0.1418 ,42.1 ,0.0180 ,163.8 ,0.0700 ,0.4938 ,121.8 ,0.0520 ,0.3670 ,5.7 ,0.0024 ,1058.7 ,0.4524 ,780.1 ,0.3334 ,56 ,2340.1,32.85 
168.0 ,0.1418 ,42.1 ,0.0180 ,163.8 ,0.0700 ,0.4938 ,121.8 ,0.0520 ,0.3670 ,5.7 ,0.0024 ,1058.7 ,0.4524 ,780.1 ,0.3334 ,100 ,2340.1,39.23 
213.7 ,0.1003 ,98.1 ,0.0413 ,24.5 ,0.0103 ,0.1029 ,181.7 ,0.0765 ,0.7628 ,6.9 ,0.0029 ,1065.8 ,0.4486 ,785.4 ,0.3305 ,3 ,2376.0,18.00 
213.7 ,0.1003 ,98.1 ,0.0413 ,24.5 ,0.0103 ,0.1029 ,181.7 ,0.0765 ,0.7628 ,6.9 ,0.0029 ,1065.8 ,0.4486 ,785.4 ,0.3305 ,14 ,2376.0,30.39 
213.7 ,0.1003 ,98.1 ,0.0413 ,24.5 ,0.0103 ,0.1029 ,181.7 ,0.0765 ,0.7628 ,6.9 ,0.0029 ,1065.8 ,0.4486 ,785.4 ,0.3305 ,28 ,2376.0,45.71 
213.7 ,0.1003 ,98.1 ,0.0413 ,24.5 ,0.0103 ,0.1029 ,181.7 ,0.0765 ,0.7628 ,6.9 ,0.0029 ,1065.8 ,0.4486 ,785.4 ,0.3305 ,56 ,2376.0,50.77 
213.7 ,0.1003 ,98.1 ,0.0413 ,24.5 ,0.0103 ,0.1029 ,181.7 ,0.0765 ,0.7628 ,6.9 ,0.0029 ,1065.8 ,0.4486 ,785.4 ,0.3305 ,100 ,2376.0,53.90 
213.8 ,0.1003 ,98.1 ,0.0413 ,24.5 ,0.0103 ,0.1029 ,181.7 ,0.0765 ,0.7627 ,6.7 ,0.0028 ,1066.0 ,0.4486 ,785.5 ,0.3306 ,3 ,2376.3,13.18 
213.8 ,0.1003 ,98.1 ,0.0413 ,24.5 ,0.0103 ,0.1029 ,181.7 ,0.0765 ,0.7627 ,6.7 ,0.0028 ,1066.0 ,0.4486 ,785.5 ,0.3306 ,14 ,2376.3,17.84 
213.8 ,0.1003 ,98.1 ,0.0413 ,24.5 ,0.0103 ,0.1029 ,181.7 ,0.0765 ,0.7627 ,6.7 ,0.0028 ,1066.0 ,0.4486 ,785.5 ,0.3306 ,28 ,2376.3,40.23 
213.8 ,0.1003 ,98.1 ,0.0413 ,24.5 ,0.0103 ,0.1029 ,181.7 ,0.0765 ,0.7627 ,6.7 ,0.0028 ,1066.0 ,0.4486 ,785.5 ,0.3306 ,56 ,2376.3,47.13 
213.8 ,0.1003 ,98.1 ,0.0413 ,24.5 ,0.0103 ,0.1029 ,181.7 ,0.0765 ,0.7627 ,6.7 ,0.0028 ,1066.0 ,0.4486 ,785.5 ,0.3306 ,100 ,2376.3,49.97 
229.7 ,0.1490 ,0.0 ,0.0000 ,118.2 ,0.0506 ,0.3397 ,195.2 ,0.0836 ,0.5613 ,6.1 ,0.0026 ,1028.1 ,0.4403 ,757.6 ,0.3245 ,3 ,2334.9,13.36 
229.7 ,0.1490 ,0.0 ,0.0000 ,118.2 ,0.0506 ,0.3397 ,195.2 ,0.0836 ,0.5613 ,6.1 ,0.0026 ,1028.1 ,0.4403 ,757.6 ,0.3245 ,14 ,2334.9,22.32 
229.7 ,0.1490 ,0.0 ,0.0000 ,118.2 ,0.0506 ,0.3397 ,195.2 ,0.0836 ,0.5613 ,6.1 ,0.0026 ,1028.1 ,0.4403 ,757.6 ,0.3245 ,28 ,2334.9,24.54 
229.7 ,0.1490 ,0.0 ,0.0000 ,118.2 ,0.0506 ,0.3397 ,195.2 ,0.0836 ,0.5613 ,6.1 ,0.0026 ,1028.1 ,0.4403 ,757.6 ,0.3245 ,56 ,2334.9,31.35 
229.7 ,0.1490 ,0.0 ,0.0000 ,118.2 ,0.0506 ,0.3397 ,195.2 ,0.0836 ,0.5613 ,6.1 ,0.0026 ,1028.1 ,0.4403 ,757.6 ,0.3245 ,100 ,2334.9,40.86 
238.1 ,0.1430 ,0.0 ,0.0000 ,94.1 ,0.0405 ,0.2833 ,186.7 ,0.0804 ,0.5620 ,7.0 ,0.0030 ,949.9 ,0.4090 ,847.0 ,0.3647 ,3 ,2322.7,19.93 
238.1 ,0.1430 ,0.0 ,0.0000 ,94.1 ,0.0405 ,0.2833 ,186.7 ,0.0804 ,0.5620 ,7.0 ,0.0030 ,949.9 ,0.4090 ,847.0 ,0.3647 ,14 ,2322.7,25.69 
238.1 ,0.1430 ,0.0 ,0.0000 ,94.1 ,0.0405 ,0.2833 ,186.7 ,0.0804 ,0.5620 ,7.0 ,0.0030 ,949.9 ,0.4090 ,847.0 ,0.3647 ,28 ,2322.7,30.23 
238.1 ,0.1430 ,0.0 ,0.0000 ,94.1 ,0.0405 ,0.2833 ,186.7 ,0.0804 ,0.5620 ,7.0 ,0.0030 ,949.9 ,0.4090 ,847.0 ,0.3647 ,56 ,2322.7,39.59 
238.1 ,0.1430 ,0.0 ,0.0000 ,94.1 ,0.0405 ,0.2833 ,186.7 ,0.0804 ,0.5620 ,7.0 ,0.0030 ,949.9 ,0.4090 ,847.0 ,0.3647 ,100 ,2322.7,44.30 
250.0 ,0.1467 ,0.0 ,0.0000 ,95.7 ,0.0406 ,0.2768 ,187.4 ,0.0795 ,0.5422 ,5.5 ,0.0023 ,956.9 ,0.4060 ,861.2 ,0.3654 ,3 ,2356.7,13.82 
250.0 ,0.1467 ,0.0 ,0.0000 ,95.7 ,0.0406 ,0.2768 ,187.4 ,0.0795 ,0.5422 ,5.5 ,0.0023 ,956.9 ,0.4060 ,861.2 ,0.3654 ,14 ,2356.7,24.92 
250.0 ,0.1467 ,0.0 ,0.0000 ,95.7 ,0.0406 ,0.2768 ,187.4 ,0.0795 ,0.5422 ,5.5 ,0.0023 ,956.9 ,0.4060 ,861.2 ,0.3654 ,28 ,2356.7,29.22 
250.0 ,0.1467 ,0.0 ,0.0000 ,95.7 ,0.0406 ,0.2768 ,187.4 ,0.0795 ,0.5422 ,5.5 ,0.0023 ,956.9 ,0.4060 ,861.2 ,0.3654 ,56 ,2356.7,38.33 
250.0 ,0.1467 ,0.0 ,0.0000 ,95.7 ,0.0406 ,0.2768 ,187.4 ,0.0795 ,0.5422 ,5.5 ,0.0023 ,956.9 ,0.4060 ,861.2 ,0.3654 ,100 ,2356.7,42.35 
212.5 ,0.1308 ,0.0 ,0.0000 ,100.4 ,0.0420 ,0.3208 ,159.3 ,0.0666 ,0.5092 ,8.7 ,0.0036 ,1007.8 ,0.4213 ,903.6 ,0.3777 ,3 ,2392.3,13.54 
212.5 ,0.1308 ,0.0 ,0.0000 ,100.4 ,0.0420 ,0.3208 ,159.3 ,0.0666 ,0.5092 ,8.7 ,0.0036 ,1007.8 ,0.4213 ,903.6 ,0.3777 ,14 ,2392.3,26.31 
212.5 ,0.1308 ,0.0 ,0.0000 ,100.4 ,0.0420 ,0.3208 ,159.3 ,0.0666 ,0.5092 ,8.7 ,0.0036 ,1007.8 ,0.4213 ,903.6 ,0.3777 ,28 ,2392.3,31.64 
212.5 ,0.1308 ,0.0 ,0.0000 ,100.4 ,0.0420 ,0.3208 ,159.3 ,0.0666 ,0.5092 ,8.7 ,0.0036 ,1007.8 ,0.4213 ,903.6 ,0.3777 ,56 ,2392.3,42.55 
212.5 ,0.1308 ,0.0 ,0.0000 ,100.4 ,0.0420 ,0.3208 ,159.3 ,0.0666 ,0.5092 ,8.7 ,0.0036 ,1007.8 ,0.4213 ,903.6 ,0.3777 ,100 ,2392.3,42.92 
212.6 ,0.1309 ,0.0 ,0.0000 ,100.4 ,0.0420 ,0.3208 ,159.4 ,0.0667 ,0.5092 ,10.4 ,0.0043 ,1003.8 ,0.4200 ,903.8 ,0.3781 ,3 ,2390.3,13.33 
212.6 ,0.1309 ,0.0 ,0.0000 ,100.4 ,0.0420 ,0.3208 ,159.4 ,0.0667 ,0.5092 ,10.4 ,0.0043 ,1003.8 ,0.4200 ,903.8 ,0.3781 ,14 ,2390.3,25.37 
212.6 ,0.1309 ,0.0 ,0.0000 ,100.4 ,0.0420 ,0.3208 ,159.4 ,0.0667 ,0.5092 ,10.4 ,0.0043 ,1003.8 ,0.4200 ,903.8 ,0.3781 ,28 ,2390.3,37.40 
212.6 ,0.1309 ,0.0 ,0.0000 ,100.4 ,0.0420 ,0.3208 ,159.4 ,0.0667 ,0.5092 ,10.4 ,0.0043 ,1003.8 ,0.4200 ,903.8 ,0.3781 ,56 ,2390.3,44.40 
212.6 ,0.1309 ,0.0 ,0.0000 ,100.4 ,0.0420 ,0.3208 ,159.4 ,0.0667 ,0.5092 ,10.4 ,0.0043 ,1003.8 ,0.4200 ,903.8 ,0.3781 ,100 ,2390.3,47.74 
212.0 ,0.1410 ,0.0 ,0.0000 ,124.8 ,0.0522 ,0.3705 ,159.0 ,0.0666 ,0.4721 ,7.8 ,0.0033 ,1085.4 ,0.4544 ,799.5 ,0.3347 ,3 ,2388.6,19.52 
212.0 ,0.1410 ,0.0 ,0.0000 ,124.8 ,0.0522 ,0.3705 ,159.0 ,0.0666 ,0.4721 ,7.8 ,0.0033 ,1085.4 ,0.4544 ,799.5 ,0.3347 ,14 ,2388.6,31.35 
212.0 ,0.1410 ,0.0 ,0.0000 ,124.8 ,0.0522 ,0.3705 ,159.0 ,0.0666 ,0.4721 ,7.8 ,0.0033 ,1085.4 ,0.4544 ,799.5 ,0.3347 ,28 ,2388.6,38.50 
212.0 ,0.1410 ,0.0 ,0.0000 ,124.8 ,0.0522 ,0.3705 ,159.0 ,0.0666 ,0.4721 ,7.8 ,0.0033 ,1085.4 ,0.4544 ,799.5 ,0.3347 ,56 ,2388.6,45.08 
212.0 ,0.1410 ,0.0 ,0.0000 ,124.8 ,0.0522 ,0.3705 ,159.0 ,0.0666 ,0.4721 ,7.8 ,0.0033 ,1085.4 ,0.4544 ,799.5 ,0.3347 ,100 ,2388.6,47.82 
231.8 ,0.1492 ,0.0 ,0.0000 ,121.6 ,0.0513 ,0.3442 ,174.0 ,0.0734 ,0.4923 ,6.7 ,0.0028 ,1056.4 ,0.4459 ,778.5 ,0.3286 ,3 ,2368.9,15.44 
231.8 ,0.1492 ,0.0 ,0.0000 ,121.6 ,0.0513 ,0.3442 ,174.0 ,0.0734 ,0.4923 ,6.7 ,0.0028 ,1056.4 ,0.4459 ,778.5 ,0.3286 ,14 ,2368.9,26.77 
231.8 ,0.1492 ,0.0 ,0.0000 ,121.6 ,0.0513 ,0.3442 ,174.0 ,0.0734 ,0.4923 ,6.7 ,0.0028 ,1056.4 ,0.4459 ,778.5 ,0.3286 ,28 ,2368.9,33.73 
231.8 ,0.1492 ,0.0 ,0.0000 ,121.6 ,0.0513 ,0.3442 ,174.0 ,0.0734 ,0.4923 ,6.7 ,0.0028 ,1056.4 ,0.4459 ,778.5 ,0.3286 ,56 ,2368.9,42.70 
231.8 ,0.1492 ,0.0 ,0.0000 ,121.6 ,0.0513 ,0.3442 ,174.0 ,0.0734 ,0.4923 ,6.7 ,0.0028 ,1056.4 ,0.4459 ,778.5 ,0.3286 ,100 ,2368.9,45.84 
251.4 ,0.1573 ,0.0 ,0.0000 ,118.3 ,0.0503 ,0.3200 ,188.5 ,0.0802 ,0.5098 ,5.8 ,0.0024 ,1028.4 ,0.4376 ,757.7 ,0.3224 ,3 ,2350.0,17.22 
251.4 ,0.1573 ,0.0 ,0.0000 ,118.3 ,0.0503 ,0.3200 ,188.5 ,0.0802 ,0.5098 ,5.8 ,0.0024 ,1028.4 ,0.4376 ,757.7 ,0.3224 ,14 ,2350.0,29.93 
251.4 ,0.1573 ,0.0 ,0.0000 ,118.3 ,0.0503 ,0.3200 ,188.5 ,0.0802 ,0.5098 ,5.8 ,0.0024 ,1028.4 ,0.4376 ,757.7 ,0.3224 ,28 ,2350.0,29.65 
251.4 ,0.1573 ,0.0 ,0.0000 ,118.3 ,0.0503 ,0.3200 ,188.5 ,0.0802 ,0.5098 ,5.8 ,0.0024 ,1028.4 ,0.4376 ,757.7 ,0.3224 ,56 ,2350.0,36.97 
251.4 ,0.1573 ,0.0 ,0.0000 ,118.3 ,0.0503 ,0.3200 ,188.5 ,0.0802 ,0.5098 ,5.8 ,0.0024 ,1028.4 ,0.4376 ,757.7 ,0.3224 ,100 ,2350.0,43.58 
251.4 ,0.1573 ,0.0 ,0.0000 ,118.3 ,0.0503 ,0.3200 ,188.5 ,0.0802 ,0.5098 ,6.4 ,0.0027 ,1028.4 ,0.4375 ,757.7 ,0.3224 ,3 ,2350.6,13.12 
251.4 ,0.1573 ,0.0 ,0.0000 ,118.3 ,0.0503 ,0.3200 ,188.5 ,0.0802 ,0.5098 ,6.4 ,0.0027 ,1028.4 ,0.4375 ,757.7 ,0.3224 ,14 ,2350.6,24.43 
251.4 ,0.1573 ,0.0 ,0.0000 ,118.3 ,0.0503 ,0.3200 ,188.5 ,0.0802 ,0.5098 ,6.4 ,0.0027 ,1028.4 ,0.4375 ,757.7 ,0.3224 ,28 ,2350.6,32.66 
251.4 ,0.1573 ,0.0 ,0.0000 ,118.3 ,0.0503 ,0.3200 ,188.5 ,0.0802 ,0.5098 ,6.4 ,0.0027 ,1028.4 ,0.4375 ,757.7 ,0.3224 ,56 ,2350.6,36.64 
251.4 ,0.1573 ,0.0 ,0.0000 ,118.3 ,0.0503 ,0.3200 ,188.5 ,0.0802 ,0.5098 ,6.4 ,0.0027 ,1028.4 ,0.4375 ,757.7 ,0.3224 ,100 ,2350.6,44.21 
181.4 ,0.1477 ,0.0 ,0.0000 ,167.0 ,0.0708 ,0.4794 ,169.6 ,0.0719 ,0.4868 ,7.6 ,0.0032 ,1055.6 ,0.4475 ,777.8 ,0.3297 ,3 ,2358.9,13.62 
181.4 ,0.1477 ,0.0 ,0.0000 ,167.0 ,0.0708 ,0.4794 ,169.6 ,0.0719 ,0.4868 ,7.6 ,0.0032 ,1055.6 ,0.4475 ,777.8 ,0.3297 ,14 ,2358.9,21.60 
181.4 ,0.1477 ,0.0 ,0.0000 ,167.0 ,0.0708 ,0.4794 ,169.6 ,0.0719 ,0.4868 ,7.6 ,0.0032 ,1055.6 ,0.4475 ,777.8 ,0.3297 ,28 ,2358.9,27.77 
181.4 ,0.1477 ,0.0 ,0.0000 ,167.0 ,0.0708 ,0.4794 ,169.6 ,0.0719 ,0.4868 ,7.6 ,0.0032 ,1055.6 ,0.4475 ,777.8 ,0.3297 ,56 ,2358.9,35.57 
181.4 ,0.1477 ,0.0 ,0.0000 ,167.0 ,0.0708 ,0.4794 ,169.6 ,0.0719 ,0.4868 ,7.6 ,0.0032 ,1055.6 ,0.4475 ,777.8 ,0.3297 ,100 ,2358.9,45.37 
182.0 ,0.1284 ,45.2 ,0.0191 ,122.0 ,0.0515 ,0.4012 ,170.2 ,0.0719 ,0.5599 ,8.2 ,0.0035 ,1059.4 ,0.4474 ,780.7 ,0.3297 ,3 ,2367.7,7.32 
182.0 ,0.1284 ,45.2 ,0.0191 ,122.0 ,0.0515 ,0.4012 ,170.2 ,0.0719 ,0.5599 ,8.2 ,0.0035 ,1059.4 ,0.4474 ,780.7 ,0.3297 ,14 ,2367.7,21.50 
182.0 ,0.1284 ,45.2 ,0.0191 ,122.0 ,0.0515 ,0.4012 ,170.2 ,0.0719 ,0.5599 ,8.2 ,0.0035 ,1059.4 ,0.4474 ,780.7 ,0.3297 ,28 ,2367.7,31.27 
182.0 ,0.1284 ,45.2 ,0.0191 ,122.0 ,0.0515 ,0.4012 ,170.2 ,0.0719 ,0.5599 ,8.2 ,0.0035 ,1059.4 ,0.4474 ,780.7 ,0.3297 ,56 ,2367.7,43.50 
182.0 ,0.1284 ,45.2 ,0.0191 ,122.0 ,0.0515 ,0.4012 ,170.2 ,0.0719 ,0.5599 ,8.2 ,0.0035 ,1059.4 ,0.4474 ,780.7 ,0.3297 ,100 ,2367.7,48.67 
168.9 ,0.1231 ,42.2 ,0.0177 ,124.3 ,0.0522 ,0.4239 ,158.3 ,0.0665 ,0.5401 ,10.8 ,0.0045 ,1080.8 ,0.4538 ,796.2 ,0.3343 ,3 ,2381.5,7.40 
168.9 ,0.1231 ,42.2 ,0.0177 ,124.3 ,0.0522 ,0.4239 ,158.3 ,0.0665 ,0.5401 ,10.8 ,0.0045 ,1080.8 ,0.4538 ,796.2 ,0.3343 ,14 ,2381.5,23.51 
168.9 ,0.1231 ,42.2 ,0.0177 ,124.3 ,0.0522 ,0.4239 ,158.3 ,0.0665 ,0.5401 ,10.8 ,0.0045 ,1080.8 ,0.4538 ,796.2 ,0.3343 ,28 ,2381.5,31.12 
168.9 ,0.1231 ,42.2 ,0.0177 ,124.3 ,0.0522 ,0.4239 ,158.3 ,0.0665 ,0.5401 ,10.8 ,0.0045 ,1080.8 ,0.4538 ,796.2 ,0.3343 ,56 ,2381.5,39.15 
168.9 ,0.1231 ,42.2 ,0.0177 ,124.3 ,0.0522 ,0.4239 ,158.3 ,0.0665 ,0.5401 ,10.8 ,0.0045 ,1080.8 ,0.4538 ,796.2 ,0.3343 ,100 ,2381.5,48.15 
290.4 ,0.1617 ,0.0 ,0.0000 ,96.2 ,0.0402 ,0.2488 ,168.1 ,0.0703 ,0.4348 ,9.4 ,0.0039 ,961.2 ,0.4021 ,865.0 ,0.3619 ,3 ,2390.2,22.50 
290.4 ,0.1617 ,0.0 ,0.0000 ,96.2 ,0.0402 ,0.2488 ,168.1 ,0.0703 ,0.4348 ,9.4 ,0.0039 ,961.2 ,0.4021 ,865.0 ,0.3619 ,14 ,2390.2,34.67 
290.4 ,0.1617 ,0.0 ,0.0000 ,96.2 ,0.0402 ,0.2488 ,168.1 ,0.0703 ,0.4348 ,9.4 ,0.0039 ,961.2 ,0.4021 ,865.0 ,0.3619 ,28 ,2390.2,34.74 
290.4 ,0.1617 ,0.0 ,0.0000 ,96.2 ,0.0402 ,0.2488 ,168.1 ,0.0703 ,0.4348 ,9.4 ,0.0039 ,961.2 ,0.4021 ,865.0 ,0.3619 ,56 ,2390.2,45.08 
290.4 ,0.1617 ,0.0 ,0.0000 ,96.2 ,0.0402 ,0.2488 ,168.1 ,0.0703 ,0.4348 ,9.4 ,0.0039 ,961.2 ,0.4021 ,865.0 ,0.3619 ,100 ,2390.2,48.97 
277.1 ,0.1563 ,0.0 ,0.0000 ,97.4 ,0.0406 ,0.2601 ,160.6 ,0.0670 ,0.4289 ,11.8 ,0.0049 ,973.9 ,0.4064 ,875.6 ,0.3654 ,3 ,2396.4,23.14 
277.1 ,0.1563 ,0.0 ,0.0000 ,97.4 ,0.0406 ,0.2601 ,160.6 ,0.0670 ,0.4289 ,11.8 ,0.0049 ,973.9 ,0.4064 ,875.6 ,0.3654 ,14 ,2396.4,41.89 
277.1 ,0.1563 ,0.0 ,0.0000 ,97.4 ,0.0406 ,0.2601 ,160.6 ,0.0670 ,0.4289 ,11.8 ,0.0049 ,973.9 ,0.4064 ,875.6 ,0.3654 ,28 ,2396.4,48.28 
277.1 ,0.1563 ,0.0 ,0.0000 ,97.4 ,0.0406 ,0.2601 ,160.6 ,0.0670 ,0.4289 ,11.8 ,0.0049 ,973.9 ,0.4064 ,875.6 ,0.3654 ,56 ,2396.4,51.04 
277.1 ,0.1563 ,0.0 ,0.0000 ,97.4 ,0.0406 ,0.2601 ,160.6 ,0.0670 ,0.4289 ,11.8 ,0.0049 ,973.9 ,0.4064 ,875.6 ,0.3654 ,100 ,2396.4,55.64 
295.7 ,0.1640 ,0.0 ,0.0000 ,95.6 ,0.0401 ,0.2444 ,171.5 ,0.0719 ,0.4383 ,8.9 ,0.0037 ,955.1 ,0.4003 ,859.2 ,0.3601 ,3 ,2386.1,22.95 
295.7 ,0.1640 ,0.0 ,0.0000 ,95.6 ,0.0401 ,0.2444 ,171.5 ,0.0719 ,0.4383 ,8.9 ,0.0037 ,955.1 ,0.4003 ,859.2 ,0.3601 ,14 ,2386.1,35.23 
295.7 ,0.1640 ,0.0 ,0.0000 ,95.6 ,0.0401 ,0.2444 ,171.5 ,0.0719 ,0.4383 ,8.9 ,0.0037 ,955.1 ,0.4003 ,859.2 ,0.3601 ,28 ,2386.1,39.94 
295.7 ,0.1640 ,0.0 ,0.0000 ,95.6 ,0.0401 ,0.2444 ,171.5 ,0.0719 ,0.4383 ,8.9 ,0.0037 ,955.1 ,0.4003 ,859.2 ,0.3601 ,56 ,2386.1,48.72 
295.7 ,0.1640 ,0.0 ,0.0000 ,95.6 ,0.0401 ,0.2444 ,171.5 ,0.0719 ,0.4383 ,8.9 ,0.0037 ,955.1 ,0.4003 ,859.2 ,0.3601 ,100 ,2386.1,52.04 
251.8 ,0.1456 ,0.0 ,0.0000 ,99.9 ,0.0414 ,0.2841 ,146.1 ,0.0605 ,0.4155 ,12.4 ,0.0051 ,1006.0 ,0.4164 ,899.8 ,0.3724 ,3 ,2416.0,21.02 
251.8 ,0.1456 ,0.0 ,0.0000 ,99.9 ,0.0414 ,0.2841 ,146.1 ,0.0605 ,0.4155 ,12.4 ,0.0051 ,1006.0 ,0.4164 ,899.8 ,0.3724 ,14 ,2416.0,33.36 
251.8 ,0.1456 ,0.0 ,0.0000 ,99.9 ,0.0414 ,0.2841 ,146.1 ,0.0605 ,0.4155 ,12.4 ,0.0051 ,1006.0 ,0.4164 ,899.8 ,0.3724 ,28 ,2416.0,33.94 
251.8 ,0.1456 ,0.0 ,0.0000 ,99.9 ,0.0414 ,0.2841 ,146.1 ,0.0605 ,0.4155 ,12.4 ,0.0051 ,1006.0 ,0.4164 ,899.8 ,0.3724 ,56 ,2416.0,44.14 
251.8 ,0.1456 ,0.0 ,0.0000 ,99.9 ,0.0414 ,0.2841 ,146.1 ,0.0605 ,0.4155 ,12.4 ,0.0051 ,1006.0 ,0.4164 ,899.8 ,0.3724 ,100 ,2416.0,45.37 
249.1 ,0.1452 ,0.0 ,0.0000 ,98.8 ,0.0412 ,0.2839 ,158.1 ,0.0660 ,0.4545 ,12.8 ,0.0053 ,987.8 ,0.4123 ,889.0 ,0.3711 ,3 ,2395.5,15.36 
249.1 ,0.1452 ,0.0 ,0.0000 ,98.8 ,0.0412 ,0.2839 ,158.1 ,0.0660 ,0.4545 ,12.8 ,0.0053 ,987.8 ,0.4123 ,889.0 ,0.3711 ,14 ,2395.5,28.68 
249.1 ,0.1452 ,0.0 ,0.0000 ,98.8 ,0.0412 ,0.2839 ,158.1 ,0.0660 ,0.4545 ,12.8 ,0.0053 ,987.8 ,0.4123 ,889.0 ,0.3711 ,28 ,2395.5,30.85 
249.1 ,0.1452 ,0.0 ,0.0000 ,98.8 ,0.0412 ,0.2839 ,158.1 ,0.0660 ,0.4545 ,12.8 ,0.0053 ,987.8 ,0.4123 ,889.0 ,0.3711 ,56 ,2395.5,42.03 
249.1 ,0.1452 ,0.0 ,0.0000 ,98.8 ,0.0412 ,0.2839 ,158.1 ,0.0660 ,0.4545 ,12.8 ,0.0053 ,987.8 ,0.4123 ,889.0 ,0.3711 ,100 ,2395.5,51.06 
252.3 ,0.1470 ,0.0 ,0.0000 ,98.8 ,0.0413 ,0.2813 ,146.3 ,0.0612 ,0.4166 ,14.2 ,0.0059 ,987.8 ,0.4136 ,889.0 ,0.3722 ,3 ,2388.3,21.78 
252.3 ,0.1470 ,0.0 ,0.0000 ,98.8 ,0.0413 ,0.2813 ,146.3 ,0.0612 ,0.4166 ,14.2 ,0.0059 ,987.8 ,0.4136 ,889.0 ,0.3722 ,14 ,2388.3,42.29 
252.3 ,0.1470 ,0.0 ,0.0000 ,98.8 ,0.0413 ,0.2813 ,146.3 ,0.0612 ,0.4166 ,14.2 ,0.0059 ,987.8 ,0.4136 ,889.0 ,0.3722 ,28 ,2388.3,50.60 
252.3 ,0.1470 ,0.0 ,0.0000 ,98.8 ,0.0413 ,0.2813 ,146.3 ,0.0612 ,0.4166 ,14.2 ,0.0059 ,987.8 ,0.4136 ,889.0 ,0.3722 ,56 ,2388.3,55.83 
252.3 ,0.1470 ,0.0 ,0.0000 ,98.8 ,0.0413 ,0.2813 ,146.3 ,0.0612 ,0.4166 ,14.2 ,0.0059 ,987.8 ,0.4136 ,889.0 ,0.3722 ,100 ,2388.3,60.95 
246.8 ,0.1540 ,0.0 ,0.0000 ,125.1 ,0.0518 ,0.3363 ,143.3 ,0.0593 ,0.3853 ,12.0 ,0.0050 ,1086.8 ,0.4500 ,800.9 ,0.3316 ,3 ,2414.9,23.52 
246.8 ,0.1540 ,0.0 ,0.0000 ,125.1 ,0.0518 ,0.3363 ,143.3 ,0.0593 ,0.3853 ,12.0 ,0.0050 ,1086.8 ,0.4500 ,800.9 ,0.3316 ,14 ,2414.9,42.22 
246.8 ,0.1540 ,0.0 ,0.0000 ,125.1 ,0.0518 ,0.3363 ,143.3 ,0.0593 ,0.3853 ,12.0 ,0.0050 ,1086.8 ,0.4500 ,800.9 ,0.3316 ,28 ,2414.9,52.50 
246.8 ,0.1540 ,0.0 ,0.0000 ,125.1 ,0.0518 ,0.3363 ,143.3 ,0.0593 ,0.3853 ,12.0 ,0.0050 ,1086.8 ,0.4500 ,800.9 ,0.3316 ,56 ,2414.9,60.32 
246.8 ,0.1540 ,0.0 ,0.0000 ,125.1 ,0.0518 ,0.3363 ,143.3 ,0.0593 ,0.3853 ,12.0 ,0.0050 ,1086.8 ,0.4500 ,800.9 ,0.3316 ,100 ,2414.9,66.42 
275.1 ,0.1654 ,0.0 ,0.0000 ,121.4 ,0.0506 ,0.3061 ,159.5 ,0.0665 ,0.4023 ,9.9 ,0.0041 ,1053.6 ,0.4396 ,777.5 ,0.3244 ,3 ,2396.9,23.80 
275.1 ,0.1654 ,0.0 ,0.0000 ,121.4 ,0.0506 ,0.3061 ,159.5 ,0.0665 ,0.4023 ,9.9 ,0.0041 ,1053.6 ,0.4396 ,777.5 ,0.3244 ,14 ,2396.9,38.77 
275.1 ,0.1654 ,0.0 ,0.0000 ,121.4 ,0.0506 ,0.3061 ,159.5 ,0.0665 ,0.4023 ,9.9 ,0.0041 ,1053.6 ,0.4396 ,777.5 ,0.3244 ,28 ,2396.9,51.33 
275.1 ,0.1654 ,0.0 ,0.0000 ,121.4 ,0.0506 ,0.3061 ,159.5 ,0.0665 ,0.4023 ,9.9 ,0.0041 ,1053.6 ,0.4396 ,777.5 ,0.3244 ,56 ,2396.9,56.85 
